CNPJ,cd_Ugestora,CNPJ BÁSICO_x,CNPJ BÁSICO_y,CNPJ ORDEM,CNPJ DV,IDENTIFICADOR MATRIZ/FILIAL,NOME FANTASIA,SITUAÇÃO CADASTRAL,DATA SITUAÇÃO CADASTRAL,MOTIVO SITUAÇÃO CADASTRAL,NOME DA CIDADE NO EXTERIOR,PAÍS,DATA DE INÍCIO ATIVIDADE,CNAE FISCAL PRINCIPAL,CNAE FISCAL SECUNDÁRIA,TIPO DE LOGRADOURO,LOGRADOURO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,UF,MUNICÍPIO,DDD 1,TELEFONE 1,DDD 2,TELEFONE 2,DDD DO FAX,FAX,CORREIO ELETRÔNICO,SITUAÇÃO ESPECIAL,DATA DA SITUAÇÃO ESPECIAL,Código,Cidade
09197044000128,101008,09197044,09197044,0001,28,1.0,,4.0,20231109.0,63.0,,,20071030.0,8422100.0,,RUA,PEDRO TRAJANO,147,      TERREO,CENTRO,58920000.0,PB,2237.0,83.0,35314786.0,,,,,,,,2237.0,TRIUNFO
09217985000186,80001,09217985,09217985,0001,86,1.0,,2.0,20051103.0,0.0,,,19771222.0,8411600.0,,PRACA,ANTONIO MARINHEIRO,42,,CENTRO,58660000.0,PB,2055.0,,,,,,,,,,2055.0,JUAZEIRINHO
09220922000189,101040,09220922,09220922,0001,89,1.0,CAMARA MUNICIPAL,2.0,20051103.0,0.0,,,19830616.0,8411600.0,,RUA,JOAO MACHADO,29,,CENTRO,58100100.0,PB,1965.0,,,,,,,,,,1965.0,CABEDELO
09220922000189,50001,09220922,09220922,0001,89,1.0,CAMARA MUNICIPAL,2.0,20051103.0,0.0,,,19830616.0,8411600.0,,RUA,JOAO MACHADO,29,,CENTRO,58100100.0,PB,1965.0,,,,,,,,,,1965.0,CABEDELO
09232679000119,100001,09232679,09232679,0001,19,1.0,CASA DE AUGUSTO DOS ANJOS,2.0,19900101.0,0.0,,,19900101.0,8411600.0,,AVENIDA,GETULIO VARGAS,143,,CENTRO,58340000.0,PB,2207.0,,,,,,,,,,2207.0,SAPE
09232679000119,101200,09232679,09232679,0001,19,1.0,CASA DE AUGUSTO DOS ANJOS,2.0,19900101.0,0.0,,,19900101.0,8411600.0,,AVENIDA,GETULIO VARGAS,143,,CENTRO,58340000.0,PB,2207.0,,,,,,,,,,2207.0,SAPE
09260100000121,10001,09260100,09260100,0001,21,1.0,,2.0,19980728.0,0.0,,,19840725.0,8411600.0,,RUA,D PEDRO II,S/N,,CENTRO,58295000.0,PB,1929.0,,,,,,,,,,1929.0,BAIA DA TRAICAO
09260100000121,301019,09260100,09260100,0001,21,1.0,,2.0,19980728.0,0.0,,,19840725.0,8411600.0,,RUA,D PEDRO II,S/N,,CENTRO,58295000.0,PB,1929.0,,,,,,,,,,1929.0,BAIA DA TRAICAO
09260217000105,101038,09260217,09260217,0001,05,1.0,CAAPORA CAMARA MUNICIPAL,2.0,19980728.0,0.0,,,19850109.0,8411600.0,,RUA,SALOMAO VELOSO,S/N,,CENTRO,58326000.0,PB,1961.0,,,,,,,,,,1961.0,CAAPORA
09260217000105,30001,09260217,09260217,0001,05,1.0,CAAPORA CAMARA MUNICIPAL,2.0,19980728.0,0.0,,,19850109.0,8411600.0,,RUA,SALOMAO VELOSO,S/N,,CENTRO,58326000.0,PB,1961.0,,,,,,,,,,1961.0,CAAPORA
09260290000187,101015,09260290,09260290,0001,87,1.0,COOPERAR PB,2.0,20051103.0,0.0,,,19850213.0,8411600.0,,AVENIDA,PRESIDENTE EPITACIO PESSOA,4756,,CABO BRANCO,58045000.0,PB,2051.0,83.0,32468644,,,83.0,2465270,OUVIDORIA@COOPERAR.PB.GOV.BR,,,2051.0,JOAO PESSOA
09260290000187,280001,09260290,09260290,0001,87,1.0,COOPERAR PB,2.0,20051103.0,0.0,,,19850213.0,8411600.0,,AVENIDA,PRESIDENTE EPITACIO PESSOA,4756,,CABO BRANCO,58045000.0,PB,2051.0,83.0,32468644,,,83.0,2465270,OUVIDORIA@COOPERAR.PB.GOV.BR,,,2051.0,JOAO PESSOA
09260316000197,101015,09260316,09260316,0001,97,1.0,IDEME,8.0,20170623.0,1.0,,,19850418.0,8411600.0,,AVENIDA,EPITACIO PESSSOA,1457,  6 ANDAR,BAIRRO DOS ESTADOS,58030001.0,PB,2051.0,83.0,32118040,83.0,32118036.0,83.0,32118037,ideme@ideme.pb.gov.br,,,2051.0,JOAO PESSOA
09260381000112,101015,09260381,09260381,0001,12,1.0,SECRETARIA DA CULTURA ESPORTES E TURISMO,8.0,19880408.0,1.0,,,19850409.0,8411600.0,,RUA,PRESIDENTE KENNEDY,S/N,ESPACO CULTURAL,TAMBAUZINHO,58042180.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09282477000181,90101,09282477,09282477,0001,81,1.0,CONSELHO MUNIC DE DIREITOS DA CRIANCA E DO ADOLESCENTE,2.0,20231124.0,0.0,,,20070919.0,8411600.0,,RUA,SAO JOAO,S/N,,BOM JESUS,58465000.0,PB,508.0,83.0,36411009.0,83.0,36411052.0,,,,,,508.0,RIACHO DE SANTO ANTONIO
09283110000182,101015,09283110,09283110,0001,82,1.0,TRIBUNAL DE CONTAS DO ESTADO DA PARAIBA,2.0,19980728.0,0.0,,,19790112.0,8411600.0,,RUA,GERALDO VON SHOSTEN,SN,,JAGUARIBE,58015190.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09283110000182,20001,09283110,09283110,0001,82,1.0,TRIBUNAL DE CONTAS DO ESTADO DA PARAIBA,2.0,19980728.0,0.0,,,19790112.0,8411600.0,,RUA,GERALDO VON SHOSTEN,SN,,JAGUARIBE,58015190.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09283110000263,101015,09283110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09283185000163,101015,09283185,09283185,0001,63,1.0,TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA,2.0,19980728.0,0.0,,,19790115.0,8423000.0,,PRACA,JOAO PESSOA,S/N,,CENTRO,58013140.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09283185000163,50001,09283185,09283185,0001,63,1.0,TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA,2.0,19980728.0,0.0,,,19790115.0,8423000.0,,PRACA,JOAO PESSOA,S/N,,CENTRO,58013140.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09283185000244,101015,09283185,09283185,0002,44,2.0,CORREGEDORIA GERAL DA JUSTICA,2.0,19980728.0,0.0,,,19810121.0,8423000.0,,PRACA,JOAO PESSOA,S/N,,CENTRO,58013140.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09283185000325,101015,09283185,09283185,0003,25,2.0,FUNDO ESPECIAL DO PODER JUDICIARIO,2.0,19980728.0,0.0,,,19840412.0,8423000.0,,PRACA,JOAO PESSOA,S/N,,CENTRO,58013140.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09283185000325,530001,09283185,09283185,0003,25,2.0,FUNDO ESPECIAL DO PODER JUDICIARIO,2.0,19980728.0,0.0,,,19840412.0,8423000.0,,PRACA,JOAO PESSOA,S/N,,CENTRO,58013140.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09283185000406,101015,09283185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09283185000597,101015,09283185,09283185,0005,97,2.0,JUSTICA MILITAR,2.0,19980728.0,0.0,,,19901120.0,8424800.0,,RUA,LEONARDO ARCOVERDE,38,,JAGUARIBE,58015660.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09283482000109,101095,09283482,09283482,0001,09,1.0,CAMARA MUNICIPAL,2.0,19980728.0,0.0,,,19790129.0,8411600.0,,RUA,DAS TRINCHEIRAS,43,,CENTRO,58011000.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09283482000109,80001,09283482,09283482,0001,09,1.0,CAMARA MUNICIPAL,2.0,19980728.0,0.0,,,19790129.0,8411600.0,,RUA,DAS TRINCHEIRAS,43,,CENTRO,58011000.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09283912000192,10001,09283912,09283912,0001,92,1.0,CASA DE EPITACIO PESSOA,2.0,19980728.0,0.0,,,19790214.0,8411600.0,,PRACA,JOAO PESSOA,SN,,CENTRO,58013140.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09283912000192,101015,09283912,09283912,0001,92,1.0,CASA DE EPITACIO PESSOA,2.0,19980728.0,0.0,,,19790214.0,8411600.0,,PRACA,JOAO PESSOA,SN,,CENTRO,58013140.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09284001000180,101015,09284001,09284001,0001,80,1.0,PROCURADORIA GERAL DE JUSTICA,2.0,20051103.0,0.0,,,19790219.0,8423000.0,,RUA,RODRIGUES DE AQUINO,S/N,ED.MINISTERIO PUBLICO,CENTRO,58013030.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09284001000180,60001,09284001,09284001,0001,80,1.0,PROCURADORIA GERAL DE JUSTICA,2.0,20051103.0,0.0,,,19790219.0,8423000.0,,RUA,RODRIGUES DE AQUINO,S/N,ED.MINISTERIO PUBLICO,CENTRO,58013030.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09288606000149,101093,09288606,09288606,0001,49,1.0,CAMARA MUNICIPAL DE JACARAU,2.0,19980728.0,0.0,,,19810316.0,8411600.0,,RUA,PRES JOAO PESSOA,SN,,CENTRO,58278000.0,PB,2047.0,,,,,,,,,,2047.0,JACARAU
09288606000149,80001,09288606,09288606,0001,49,1.0,CAMARA MUNICIPAL DE JACARAU,2.0,19980728.0,0.0,,,19810316.0,8411600.0,,RUA,PRES JOAO PESSOA,SN,,CENTRO,58278000.0,PB,2047.0,,,,,,,,,,2047.0,JACARAU
09291030000179,101015,09291030,09291030,0001,79,1.0,,2.0,20051103.0,0.0,,,19790330.0,5510801.0,,AVENIDA,ALMIRANTE TAMANDARE,100,ANDAR SUPERIOR,TAMBAU,58039010.0,PB,2051.0,83.0,32148205,83.0,32148382.0,83.0,32148382,DIOGENESCARVALHO@HOTMAIL.COM,,,2051.0,JOAO PESSOA
09291030000179,210701,09291030,09291030,0001,79,1.0,,2.0,20051103.0,0.0,,,19790330.0,5510801.0,,AVENIDA,ALMIRANTE TAMANDARE,100,ANDAR SUPERIOR,TAMBAU,58039010.0,PB,2051.0,83.0,32148205,83.0,32148382.0,83.0,32148382,DIOGENESCARVALHO@HOTMAIL.COM,,,2051.0,JOAO PESSOA
09291030000250,101015,09291030,09291030,0002,50,2.0,,2.0,20051103.0,0.0,,,19830828.0,5510801.0,,,LOC  BREJO DAS FREIRAS,S/N,,ZONA RURAL,58910000.0,PB,1913.0,,,,,,,,,,1913.0,SAO JOAO DO RIO DO PEIXE
09291765000100,90002,09291765,09291765,0001,00,1.0,FUNCAD,2.0,20070926.0,0.0,,,20070926.0,8430200.0,,AVENIDA,PRESIDENTE JOAO PESSOA,47,,CENTRO,58375000.0,PB,2089.0,83.0,32661032,83.0,32661267.0,83.0,32661032,acaosocialcris@hotmail.com,,,2089.0,MOGEIRO
09293069000125,50001,09293069,09293069,0001,25,1.0,URBEMA,2.0,20051103.0,0.0,,,19790531.0,4213800.0,,RUA,SILVA JARDIM,174,,JARDIM TAVARES,58407333.0,PB,1981.0,83.0,87100219,83.0,33210231.0,83.0,33210231,urbema@yahoo.com.br,,,1981.0,CAMPINA GRANDE
09295684000170,101015,09295684,09295684,0001,70,1.0,EMEPA PB,2.0,20051103.0,0.0,,,19790628.0,7210000.0,,RODOVIA,MINISTRO ABELARDO JUREMA,S/N,      PB 008 KM 07,JACARAPE III,58010000.0,PB,2051.0,83.0,87705663,83.0,88267273.0,,,emepa@emepa.org.br,,,2051.0,JOAO PESSOA
09297235000161,90003,09297235,09297235,0001,61,1.0,,8.0,20081231.0,71.0,,,19790730.0,8888888.0,,RUA,PEDRO FIRMINO,98,,CENTRO,58701630.0,PB,2117.0,,,,,,,,,,2117.0,PATOS
09300922000199,101015,09300922,09300922,0001,99,1.0,LOTEP,2.0,19990227.0,0.0,,,19930901.0,9319199.0,,RUA,CARDOSO VIEIRA,265,,VARADOURO,58010420.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09300922000199,210301,09300922,09300922,0001,99,1.0,LOTEP,2.0,19990227.0,0.0,,,19930901.0,9319199.0,,RUA,CARDOSO VIEIRA,265,,VARADOURO,58010420.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09302424000185,50001,09302424,09302424,0001,85,1.0,FMMA,2.0,19941019.0,0.0,,,19941019.0,8411600.0,9103100,AVENIDA,FLORIANO PEIXOTO,1726,,SANTO ANTONIO,58103360.0,PB,1981.0,83.0,33106280.0,,,,,,,,1981.0,CAMPINA GRANDE
09302424000185,605050,09302424,09302424,0001,85,1.0,FMMA,2.0,19941019.0,0.0,,,19941019.0,8411600.0,9103100,AVENIDA,FLORIANO PEIXOTO,1726,,SANTO ANTONIO,58103360.0,PB,1981.0,83.0,33106280.0,,,,,,,,1981.0,CAMPINA GRANDE
09307729000180,101015,09307729,09307729,0001,80,1.0,CDRM PB,2.0,20220725.0,0.0,,,19791205.0,899199.0,0990403,AVENIDA,ASSIS CHATEAUBRIAND,2630,,TAMBOR,58105420.0,PB,1981.0,,,,,,,,,,1981.0,CAMPINA GRANDE
09307729000260,101015,09307729,09307729,0002,60,2.0,,8.0,20110928.0,1.0,,,19891213.0,893200.0,0990403,FAZENDA,VARZEA DA ONCA,SN,,SUCURU,58580000.0,PB,2211.0,,,,,,,,,,2211.0,SERRA BRANCA
09307729000341,101015,09307729,09307729,0003,41,2.0,,8.0,20110928.0,1.0,,,19891213.0,899199.0,0990403,FAZENDA,PEDREIRA,SN,,ZONA RURAL,58187000.0,PB,2129.0,,,,,,,,,,2129.0,PICUI
09308842000180,101065,09308842,09308842,0001,80,1.0,CAMARA MUNICIPAL DE CRUZ DO ESPIRITO SANTO,2.0,19980728.0,0.0,,,19830711.0,8411600.0,,PRACA,LOURIVAL LACERDA,S/N,,CENTRO,58337000.0,PB,1999.0,,,,,,,,,,1999.0,CRUZ DO ESPIRITO SANTO
09308842000180,60001,09308842,09308842,0001,80,1.0,CAMARA MUNICIPAL DE CRUZ DO ESPIRITO SANTO,2.0,19980728.0,0.0,,,19830711.0,8411600.0,,PRACA,LOURIVAL LACERDA,S/N,,CENTRO,58337000.0,PB,1999.0,,,,,,,,,,1999.0,CRUZ DO ESPIRITO SANTO
09308933000115,101113,09308933,09308933,0001,15,1.0,CAMARA MUNICIPAL DE MARI,2.0,20220614.0,0.0,,,19840626.0,8411600.0,,RUA,ANTONIO DE LUNA FREIRE,250,,CENTRO,58345000.0,PB,2083.0,83.0,32871245,83.0,99863004,83.0,32871245,camaramunicipalmari@gmail.com,,,2083.0,MARI
09308933000115,90001,09308933,09308933,0001,15,1.0,CAMARA MUNICIPAL DE MARI,2.0,20220614.0,0.0,,,19840626.0,8411600.0,,RUA,ANTONIO DE LUNA FREIRE,250,,CENTRO,58345000.0,PB,2083.0,83.0,32871245,83.0,99863004,83.0,32871245,camaramunicipalmari@gmail.com,,,2083.0,MARI
09309618000102,101135,09309618,09309618,0001,02,1.0,CAMARA MUNICIPAL DE PATOS,2.0,19980728.0,0.0,,,19830314.0,8411600.0,,RUA,HORACIO NOBREGA,0,,BELO HORIZONTE,58700060.0,PB,2117.0,83,34212215,83.0,34213696.0,83.0,34213696.0,ecoplan@ecoplanpb.com.br,,,2117.0,PATOS
09309618000102,90003,09309618,09309618,0001,02,1.0,CAMARA MUNICIPAL DE PATOS,2.0,19980728.0,0.0,,,19830314.0,8411600.0,,RUA,HORACIO NOBREGA,0,,BELO HORIZONTE,58700060.0,PB,2117.0,83,34212215,83.0,34213696.0,83.0,34213696.0,ecoplan@ecoplanpb.com.br,,,2117.0,PATOS
09309626000159,70001,09309626,09309626,0001,59,1.0,CAMARA MUNICIPAL DE IMACULADA,1.0,19930106.0,11.0,,,19830318.0,8411600.0,,RUA,ANTONIO CAETANO,SN,,CENTRO,58745000.0,PB,2035.0,,,,,,,,,,2035.0,IMACULADA
09318907000178,50001,09318907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09318907000178,602050,09318907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09356616000174,50001,09356616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09356616000174,603050,09356616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09361361000138,101015,09361361,09361361,0001,38,1.0,PARAIBAN,4.0,20181004.0,63.0,,,19800915.0,6435201.0,,AVENIDA,EPITACIO PESSOA,1457,SOBRELOJA,ESTADOS,58030001.0,PB,2051.0,83.0,2442574,,,83.0,2442514.0,imobiliaria@paraiban.com.br,,,2051.0,JOAO PESSOA
09361361000219,101015,09361361,09361361,0002,19,2.0,PARAIBAN,8.0,19880822.0,1.0,,,19840529.0,7911200.0,"7912100,7990200",RUA,SETE DE SETEMBRO,3,TERREO EDIF J RIQUE,CENTRO,58100030.0,PB,1981.0,,,,,,,,,,1981.0,CAMPINA GRANDE
09362328000122,80001,09362328,09362328,0001,22,1.0,SERM,8.0,19801107.0,1.0,,,19801107.0,8411600.0,,RUA,RODRIGUES DE AQUINO,594,,CENTRO,58015040.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
09366790000106,101015,09366790,09366790,0001,06,1.0,EMPRESA PARAIBANA DE COMUNICACAO,2.0,20051103.0,0.0,,,19801023.0,5822101.0,"1741902,1811301,1811302,1813001,1813099,4647802,4761001,4761002,4761003,5811500,5812301,5813100,5821200,5823900,5911199,5912099,5914600,5920100,6010100,9001902,9001999,9002701",AVENIDA,DOM PEDRO II,3595,,CASTELO BRANCO,58040916.0,PB,2051.0,83.0,32187923,83.0,32187900.0,,,TABAJARAPB@GMAIL.COM,,,2051.0,JOAO PESSOA
09366790000106,290401,09366790,09366790,0001,06,1.0,EMPRESA PARAIBANA DE COMUNICACAO,2.0,20051103.0,0.0,,,19801023.0,5822101.0,"1741902,1811301,1811302,1813001,1813099,4647802,4761001,4761002,4761003,5811500,5812301,5813100,5821200,5823900,5911199,5912099,5914600,5920100,6010100,9001902,9001999,9002701",AVENIDA,DOM PEDRO II,3595,,CASTELO BRANCO,58040916.0,PB,2051.0,83.0,32187923,83.0,32187900.0,,,TABAJARAPB@GMAIL.COM,,,2051.0,JOAO PESSOA
09370784000114,101026,09370784,09370784,0001,14,1.0,CAMARA MUNICIPAL DE BELEM,2.0,19980728.0,0.0,,,19830419.0,8411600.0,,RUA,BRASILIANO DA COSTA,40,,CENTRO,58255000.0,PB,1939.0,83.0,32611340,83.0,32611230.0,83.0,32611340.0,,,,1939.0,BELEM
09370784000114,20001,09370784,09370784,0001,14,1.0,CAMARA MUNICIPAL DE BELEM,2.0,19980728.0,0.0,,,19830419.0,8411600.0,,RUA,BRASILIANO DA COSTA,40,,CENTRO,58255000.0,PB,1939.0,83.0,32611340,83.0,32611230.0,83.0,32611340.0,,,,1939.0,BELEM
09370842000100,100001,09370842,09370842,0001,00,1.0,FAMUSAR,4.0,20190131.0,63.0,,,19830510.0,9430800.0,"9493600,9499500",RUA,DA MATRIZ,60,,CENTRO,58260000.0,PB,2213.0,,,,,,,,,,2213.0,SERRA DA RAIZ
09370990000124,101015,09370990,09370990,0001,24,1.0,INTERPA,2.0,19990828.0,0.0,,,19811130.0,7490103.0,,RODOVIA,BR 230 KM 14,SN,,ZONA RURAL,58100100.0,PB,1965.0,,,,,,,,,,1965.0,CABEDELO
09380559000169,607095,09380559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09380559000169,80001,09380559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09419752000166,603166,09419752,09419752,0001,66,1.0,,2.0,19970211.0,0.0,,,19970211.0,8412400.0,,AVENIDA,SANTA CECILIA,S/N,,CENTRO,58463000.0,PB,510.0,81.0,36341281.0,,,81.0,36341281.0,,,,510.0,SANTA CECILIA
09419752000166,90101,09419752,09419752,0001,66,1.0,,2.0,19970211.0,0.0,,,19970211.0,8412400.0,,AVENIDA,SANTA CECILIA,S/N,,CENTRO,58463000.0,PB,510.0,81.0,36341281.0,,,81.0,36341281.0,,,,510.0,SANTA CECILIA
09449162000186,101015,09449162,09449162,0001,86,1.0,FADAT,2.0,20071229.0,0.0,,,20071229.0,8411600.0,,AVENIDA,"JOAO DA MATA, CENTRO ADMINISTRATIVO",SN,BLOCO IV                  ANDAR 1,JAGUARIBE,58015020.0,PB,2051.0,83.0,32184793,,,83.0,32184793,,,,2051.0,JOAO PESSOA
09449162000186,890001,09449162,09449162,0001,86,1.0,FADAT,2.0,20071229.0,0.0,,,20071229.0,8411600.0,,AVENIDA,"JOAO DA MATA, CENTRO ADMINISTRATIVO",SN,BLOCO IV                  ANDAR 1,JAGUARIBE,58015020.0,PB,2051.0,83.0,32184793,,,83.0,32184793,,,,2051.0,JOAO PESSOA
09467841000188,608095,09467841,09467841,0001,88,1.0,FUNDEC,2.0,19901228.0,0.0,,,19901228.0,8411600.0,,AVENIDA,DIOGENES CHIANCA,1777,,AGUA FRIA,58039000.0,PB,2051.0,83.0,32189234,,,,,,,,2051.0,JOAO PESSOA
09467841000188,80001,09467841,09467841,0001,88,1.0,FUNDEC,2.0,19901228.0,0.0,,,19901228.0,8411600.0,,AVENIDA,DIOGENES CHIANCA,1777,,AGUA FRIA,58039000.0,PB,2051.0,83.0,32189234,,,,,,,,2051.0,JOAO PESSOA
09494229000102,101010,09494229,09494229,0001,02,1.0,SECRETARIA DE ACAO SOCIAL,2.0,20051222.0,0.0,,,20051222.0,8411600.0,,PRAÇA,JOAO PESSOA,30,,CENTRO,58497000.0,PB,2241.0,83.0,33951054,,,,,,,,2241.0,UMBUZEIRO
09494229000102,601219,09494229,09494229,0001,02,1.0,SECRETARIA DE ACAO SOCIAL,2.0,20051222.0,0.0,,,20051222.0,8411600.0,,PRAÇA,JOAO PESSOA,30,,CENTRO,58497000.0,PB,2241.0,83.0,33951054,,,,,,,,2241.0,UMBUZEIRO
09494245000197,101010,09494245,09494245,0001,97,1.0,SECRETARIA DE SAUDE,2.0,19970312.0,0.0,,,19970312.0,8411600.0,,RUA,DR. CARLOS PESSOA,92,,CENTRO,58497000.0,PB,2241.0,83.0,33951042.0,,,,,,,,2241.0,UMBUZEIRO
09494245000197,602219,09494245,09494245,0001,97,1.0,SECRETARIA DE SAUDE,2.0,19970312.0,0.0,,,19970312.0,8411600.0,,RUA,DR. CARLOS PESSOA,92,,CENTRO,58497000.0,PB,2241.0,83.0,33951042.0,,,,,,,,2241.0,UMBUZEIRO
09494536000185,20001,09494536,09494536,0001,85,1.0,FAPEN,2.0,20050101.0,0.0,,,20050101.0,8430200.0,,RUA,MANOEL DE SOUSA LIMA,118,SALA  01,CENTRO,58170000.0,PB,1933.0,83.0,33761040,83.0,33761040.0,83.0,33761040.0,,,,1933.0,BARRA DE SANTA ROSA
09494536000185,601022,09494536,09494536,0001,85,1.0,FAPEN,2.0,20050101.0,0.0,,,20050101.0,8430200.0,,RUA,MANOEL DE SOUSA LIMA,118,SALA  01,CENTRO,58170000.0,PB,1933.0,83.0,33761040,83.0,33761040.0,83.0,33761040.0,,,,1933.0,BARRA DE SANTA ROSA
09505246000190,90004,09505246,09505246,0001,90,1.0,FUNDO MUNICIPAL DE SAUDE - POCINHOS - PARAIBA,2.0,19940721.0,0.0,,,19940721.0,8411600.0,,RUA,PADRE ANTONIO GALDINO,S/N,,CENTRO,58150000.0,PB,2141.0,83.0,33415760,,,,,pmpocinhos@yahoo.com.br,,,2141.0,POCINHOS
09537092000118,101015,09537092,09537092,0001,18,1.0,CORPO DE BOMBEIROS MILITAR DA PARAIBA,2.0,20071114.0,0.0,,,20071114.0,8411600.0,8424800,RODOVIA,BR 230,KM 29,,MARES,58088202.0,PB,2051.0,83.0,32185741,83.0,32185728.0,83.0,32185743,,,,2051.0,JOAO PESSOA
09597600000153,10001,09597600,09597600,0001,53,1.0,CAMARA DOS VEREADORES DE ALHANDRA,2.0,19980728.0,0.0,,,19850903.0,8411600.0,,PRACA,NS DA ASSUNCAO,6,,CENTRO,58320000.0,PB,1911.0,,,,,,,,,,1911.0,ALHANDRA
09597600000153,101008,09597600,09597600,0001,53,1.0,CAMARA DOS VEREADORES DE ALHANDRA,2.0,19980728.0,0.0,,,19850903.0,8411600.0,,PRACA,NS DA ASSUNCAO,6,,CENTRO,58320000.0,PB,1911.0,,,,,,,,,,1911.0,ALHANDRA
09602676000120,90201,09602676,09602676,0001,20,1.0,CTSB,2.0,20080403.0,0.0,,,20080403.0,9430800.0,9492800,RUA,IVAN OLIMPIO SEGUNDO,NS,CASA,CENTRO,58857000.0,PB,518.0,83.0,99925409,83.0,99925409.0,,,conslhotutelarsaobentinhopb@hotmail.com,,,518.0,SAO BENTINHO
09652980000181,50001,09652980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10188691000152,90201,10188691,10188691,0001,52,1.0,E.M.E.F. JOSE RICARDO DOS SANTOS,2.0,20190508.0,0.0,,,20080714.0,8513900.0,8512100,SÍTIO,SOSSEGO,0000,,ZONA RURAL,58985000.0,PB,2171.0,83.0,34551136.0,,,,,,,,2171.0,SANTANA DE MANGUEIRA
10202434000128,80001,10202434,10202434,0001,28,1.0,COMPLEXO HOSPITALAR DE MANGABEIRA GOV. TARCISIO BURITY,2.0,20080618.0,0.0,,,20080618.0,8610102.0,8690999,RUA,AGENTE FISCAL JOSE COSTA DUARTE,S/N,,MANGABEIRA PROSIND II,58056384.0,PB,2051.0,83.0,32189725.0,83.0,32189722.0,83.0,32189725.0,,,,2051.0,JOAO PESSOA
10382118000185,70001,10382118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10398439000178,90201,10398439,10398439,0001,78,1.0,FMS DE SAO FRANCISCO,2.0,20081009.0,0.0,,,20081009.0,8411600.0,8730199,RUA,JOSE DOMINGOS DE OLIVEIRA,26,ANEXO SAUDE,CENTRO,58818000.0,PB,524.0,83.0,35451074.0,83.0,35451074,83.0,35451074.0,sms.safn@saude.pb.gov.br,,,524.0,SAO FRANCISCO
10425754000147,90101,10425754,10425754,0001,47,1.0,FUNDO MUNICIPAL DE SAUDE,2.0,19910819.0,0.0,,,19910819.0,8690999.0,,RUA,12 IRMAOS,171,,ANTONIO BENTO DE MORAIS,58600000.0,PB,2169.0,83.0,34612134.0,,,,,,,,2169.0,SANTA LUZIA
10435066000168,101009,10435066,10435066,0001,68,1.0,FMS,2.0,19911007.0,0.0,,,19911007.0,8411600.0,,RUA,SILVESTRE CLAUDINO,S/N,,CENTRO,58915000.0,PB,2239.0,83.0,35342113.0,,,,,pmuirauna@yahoo.com.br,,,2239.0,UIRAUNA
10435066000168,601218,10435066,10435066,0001,68,1.0,FMS,2.0,19911007.0,0.0,,,19911007.0,8411600.0,,RUA,SILVESTRE CLAUDINO,S/N,,CENTRO,58915000.0,PB,2239.0,83.0,35342113.0,,,,,pmuirauna@yahoo.com.br,,,2239.0,UIRAUNA
10460712000147,601189,10460712,10460712,0001,47,1.0,F.M.S. - S.J.PRINCESA,2.0,20080930.0,0.0,,,20080930.0,8660700.0,8610101,RUA,BOA VISTA,15,ANEXO CASA,CENTRO,58758000.0,PB,528.0,83.0,34911003.0,83.0,34911061.0,83.0,34911003,fluzan@bol.com.br,,,528.0,SAO JOSE DE PRINCESA
